"Rank","Kernel Name","Registers per thread","Shared Mem bytes","Block dim","Grid dim","Theoretical Occupancy %","Op is TensorCore eligible","Kernel uses TensorCore","Op Name","Occurrences","Total Duration (μs)","Avg Duration (μs)","Min Duration (μs)","Max Duration (μs)"
"220.0","wrapped_slice_7","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.768","0.768","0.768","0.768"
"221.0","loop_broadcast_fusion_13","16.0","0.0","128,1,1","8,1,1","100.0","False","False","jit(evolve_background)/jit(main)/jit(searchsorted)/broadcast_in_dim:","1.0","0.736","0.736","0.736","0.736"
"222.0","loop_broadcast_fusion_14","16.0","0.0","32,1,1","1,1,1","50.0","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(clip)/max:","1.0","0.736","0.736","0.736","0.736"
"223.0","loop_broadcast_fusion_19","16.0","0.0","128,1,1","8,1,1","100.0","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/jit(clip)/max:","1.0","0.736","0.736","0.736","0.736"
"224.0","loop_broadcast_fusion_20","24.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","0.736","0.736","0.736","0.736"
"225.0","loop_broadcast_fusion_21","16.0","0.0","6,1,1","1,1,1","9.375","False","False","","1.0","0.736","0.736","0.736","0.736"
"226.0","loop_broadcast_fusion_28","16.0","0.0","32,1,1","1,1,1","50.0","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(searchsorted)/broadcast_in_dim:","1.0","0.736","0.736","0.736","0.736"
"227.0","loop_broadcast_fusion_18","16.0","0.0","2,1,1","1,1,1","3.125","False","False","","1.0","0.672","0.672","0.672","0.672"
"228.0","loop_broadcast_fusion_25","16.0","0.0","16,1,1","1,1,1","25.0","False","False","","1.0","0.672","0.672","0.672","0.672"
"229.0","loop_broadcast_fusion_26","16.0","0.0","2,1,1","1,1,1","3.125","False","False","","1.0","0.672","0.672","0.672","0.672"
"230.0","loop_broadcast_fusion_27","16.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","0.672","0.672","0.672","0.672"
"231.0","loop_slice_fusion_10","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.672","0.672","0.672","0.672"
"232.0","loop_broadcast_fusion_15","16.0","0.0","16,1,1","1,1,1","25.0","False","False","","1.0","0.64","0.64","0.64","0.64"
"233.0","loop_broadcast_fusion_16","16.0","0.0","8,1,1","1,1,1","12.5","False","False","","1.0","0.64","0.64","0.64","0.64"
"234.0","loop_broadcast_fusion_17","16.0","0.0","4,1,1","1,1,1","6.25","False","False","","1.0","0.64","0.64","0.64","0.64"
"235.0","loop_broadcast_fusion_24","16.0","0.0","4,1,1","1,1,1","6.25","False","False","","1.0","0.64","0.64","0.64","0.64"
"236.0","loop_broadcast_fusion_29","16.0","0.0","8,1,1","1,1,1","12.5","False","False","","1.0","0.64","0.64","0.64","0.64"
