"Step","Rank","Category","Operation","# Occurrences","Total Time (us)","Avg. time (us)","Total self time (us)","Avg. self time (us)","Total self time (%)","Cumulative total self time (%)","Normalized FLOP Rate (GFLOP/s)","Model FLOP Rate (GFLOP/s)","Memory BW (GiB/s)","HBM BW (GiB/s)","SHM/L1 BW (GiB/s)","Operational Intensity (FLOP/Byte)","HBM Operational Intensity (FLOP/Byte)","SHM/L1 Operational Intensity (FLOP/Byte)","Bottleneck Operational Intensity (FLOP/Byte)","Bound by","Total Time per core (us)","Total Time (%)","Optimal FLOP Rate (GFLOP/s)","Roofline efficiency (%)","FLOP Rate / Peak (%)","Max memory BW utilization (among supported memories) (%)","Include Infeed/Outfeed","Program ID","Source Info"
"Total","41.0","conditional","cond.23.clone.4","1024.0","1944.333","1.8987626953125","1944.333","1.8987626953125","0.0007343044839736953","0.1385226220905272","790.7791762007845","790.7791762007845","3.607057496247588","0.29674595937310183","0.0","204.17487081860213","2481.8214876033057","0.0","204.17487081860213","Compute","1944.333","0.0007343044839736952","311869.44","0.0025356096968038437","0.0025356096968038437","0.0002048794673880557","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:440:14
/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:452:12
/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:461:11
/home/user/git/DISCO-EB/src/discoeb/background.py:237:82
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:440</div>"
"Total","42.0","loop fusion","loop_dynamic_update_slice_fusion.34","1021.0","1943.928","1.9039451518119492","1943.928","1.9039451518119492","0.0007341515300733041","0.13925677362060052","1.1397387146025983","1.1397387146025983","0.027392629524454915","0.027392629524454915","0.0","38.75","38.75","0.0","38.75","HBM","1943.928","0.000734151530073304","60264.0","1.891243054896121e-05","3.6545379842366035e-06","1.891243054896121e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","43.0","loop fusion","loop_dynamic_update_slice_fusion.44","1021.0","1941.091","1.9011665034280116","1941.091","1.9011665034280116","0.0007330800974426623","0.13998985371804318","1.1414044988102052","1.1414044988102052","0.027432665200248004","0.027432665200248004","0.0","38.75","38.75","0.0","38.75","HBM","1941.091","0.0007330800974426623","60264.0","1.894007199671786e-05","3.6598792713072665e-06","1.894007199671786e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","44.0","loop fusion","loop_dynamic_update_slice_fusion.36","1021.0","1939.198","1.8993124387855045","1939.198","1.8993124387855045","0.0007323651795823154","0.14072221889762548","1.1425187113435555","1.1425187113435555","0.027459444330189386","0.027459444330189386","0.0","38.75","38.75","0.0","38.75","HBM","1939.198","0.0007323651795823153","60264.00000000001","1.8958560854632207e-05","3.663451960357371e-06","1.8958560854632207e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","45.0","loop fusion","loop_dynamic_update_slice_fusion.42","1021.0","1934.256","1.89447208619001","1934.256","1.89447208619001","0.000730498764333591","0.14145271766195908","1.1454378324275587","1.1454378324275587","0.02752960286860405","0.02752960286860405","0.0","38.75","38.75","0.0","38.75","HBM","1934.256","0.0007304987643335909","60264.00000000001","1.9006999741596285e-05","3.6728120345089237e-06","1.9006999741596285e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","46.0","loop fusion","loop_dynamic_update_slice_fusion.38","1021.0","1933.264","1.8935004897159646","1933.264","1.8935004897159646","0.0007301241216936203","0.1421828417836527","1.1460255816070646","1.1460255816070646","0.027543728909354644","0.027543728909354644","0.0","38.75","38.75","0.0","38.75","HBM","1933.264","0.0007301241216936203","60264.00000000001","1.9016752648464497e-05","3.6746966346143585e-06","1.9016752648464497e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","47.0","loop fusion","loop_dynamic_update_slice_fusion.40","1021.0","1932.188","1.8924466209598434","1932.188","1.8924466209598434","0.0007297177552817169","0.14291255953893442","1.1466637821992476","1.1466637821992476","0.02755906750596453","0.02755906750596453","0.0","38.75","38.75","0.0","38.75","HBM","1932.188","0.0007297177552817168","60264.00000000001","1.9027342728648073e-05","3.67674300566047e-06","1.9027342728648073e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","48.0","loop fusion","loop_dynamic_update_slice_fusion.32","1021.0","1931.715","1.8919833496571987","1931.715","1.8919833496571987","0.0007295391202326179","0.14364209865916705","1.14694455445032","1.14694455445032","0.02756581562301613","0.02756581562301613","0.0","38.75","38.75","0.0","38.75","HBM","1931.715","0.0007295391202326179","60264.0","1.9032001766399842e-05","3.6776432934574164e-06","1.9032001766399842e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","49.0","loop fusion","loop_dynamic_update_slice_fusion.8","1021.0","1930.64","1.890930460333007","1930.64","1.890930460333007","0.000729133131484666","0.14437123179065173","1.1475831848506195","1.1475831848506195","0.027581164549690566","0.027581164549690566","0.0","38.75","38.75","0.0","38.75","HBM","1930.64","0.0007291331314846659","60264.000000000015","1.9042598978670836e-05","3.679691042670354e-06","1.9042598978670836e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:21
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","50.0","loop fusion","loop_select_fusion.3","1024.0","1854.801","1.8113291015625","1854.801","1.8113291015625","0.0007004914750605446","0.14507172326571227","0.056864321293766826","0.056864321293766826","0.016453289665575983","0.016453289665575983","0.0","3.21875","3.21875","0.0","3.21875","HBM","1854.801","0.0007004914750605445","5005.800000000001","1.1359687021808066e-05","1.8233373970135332e-07","1.1359687021808066e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","51.0","loop fusion","loop_dynamic_update_slice_fusion.55","1024.0","1851.993","1.8085869140625","1851.993","1.8085869140625","0.0006994309946844988","0.14577115426039677","0.023222549977240735","0.023222549977240735","0.07878656690935454","0.07878656690935454","0.0","0.27450980392156865","0.27450980392156865","0.0","0.27450980392156865","HBM","1851.993","0.0006994309946844988","426.91764705882355","5.439585394801208e-05","7.446240958152467e-08","5.439585394801208e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:450:11
/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:452:12
/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:461:11
/home/user/git/DISCO-EB/src/discoeb/background.py:237:82
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:450</div>"
"Total","52.0","loop fusion","loop_select_fusion.19","1024.0","1849.428","1.80608203125","1849.428","1.80608203125","0.0006984622866486879","0.14646961654704546","0.05702952480442602","0.05702952480442602","0.01650109013435505","0.01650109013435505","0.0","3.21875","3.21875","0.0","3.21875","HBM","1849.428","0.0006984622866486878","5005.800000000001","1.1392689441133487e-05","1.828634598004409e-07","1.1392689441133487e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","53.0","loop fusion","loop_select_fusion.18","1024.0","1849.152","1.8058125","1849.152","1.8058125","0.0006983580513980509","0.14716797459844352","0.057038036894749594","0.057038036894749594","0.016503553047559096","0.016503553047559096","0.0","3.21875","3.21875","0.0","3.21875","HBM","1849.152","0.0006983580513980509","5005.8","1.1394389886681367e-05","1.828907535626113e-07","1.1394389886681367e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","54.0","loop fusion","loop_add_multiply_subtract_fusion.9","1021.0","1826.717","1.7891449559255632","1826.717","1.7891449559255632","0.000689885160644281","0.1478578597590878","0.18779920480293336","0.18779920480293336","0.03331459789101093","0.03331459789101093","0.0","5.25","5.25","0.0","5.25","HBM","1826.717","0.0006898851606442809","8164.800000000002","2.3001078385622834e-05","6.021725142512629e-07","2.3001078385622834e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","55.0","loop fusion","loop_add_multiply_subtract_fusion.8","1021.0","1826.148","1.7885876591576884","1826.148","1.7885876591576884","0.00068967026985583","0.14854753002894364","0.1878577201847824","0.1878577201847824","0.03332497821407346","0.03332497821407346","0.0","5.25","5.25","0.0","5.25","HBM","1826.148","0.00068967026985583","8164.800000000001","2.30082451725434e-05","6.023601420670854e-07","2.30082451725434e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","56.0","loop fusion","loop_add_multiply_subtract_fusion.7","1021.0","1825.51","1.7879627815866797","1825.51","1.7879627815866797","0.00068942932025472","0.14923695934919837","0.1879233748377166","0.1879233748377166","0.03333662500653178","0.03333662500653178","0.0","5.25","5.25","0.0","5.25","HBM","1825.51","0.00068942932025472","8164.800000000001","2.3016286355785392e-05","6.025706617413896e-07","2.3016286355785392e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","57.0","loop fusion","loop_add_multiply_subtract_fusion.4","1021.0","1824.718","1.787187071498531","1824.718","1.787187071498531","0.000689130210405066","0.14992608955960343","0.18800494103746443","0.18800494103746443","0.03335109442427478","0.03335109442427478","0.0","5.25","5.25","0.0","5.25","HBM","1824.718","0.000689130210405066","8164.8","2.302627633713801e-05","6.02832201313038e-07","2.302627633713801e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","58.0","loop fusion","loop_add_multiply_subtract_fusion.5","1021.0","1822.976","1.7854809010773753","1822.976","1.7854809010773753","0.0006884723198014081","0.15061456187940483","0.18818459486027245","0.18818459486027245","0.033382964073950416","0.033382964073950416","0.0","5.25","5.25","0.0","5.25","HBM","1822.976","0.000688472319801408","8164.8","2.3048279793782144e-05","6.034082559043697e-07","2.3048279793782144e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","59.0","loop fusion","loop_add_multiply_subtract_fusion.10","1021.0","1820.202","1.7827639569049951","1820.202","1.7827639569049951","0.0006874246799997161","0.15130198655940455","0.18847138943919411","0.18847138943919411","0.033433839934069856","0.033433839934069856","0.0","5.25","5.25","0.0","5.25","HBM","1820.202","0.0006874246799997161","8164.800000000001","2.3083405526062375e-05","6.043278541148312e-07","2.3083405526062375e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","60.0","loop fusion","loop_add_multiply_subtract_fusion.6","1021.0","1815.747","1.7784005876591578","1815.747","1.7784005876591578","0.0006857421870954129","0.15198772874649996","0.1889338107126158","0.1889338107126158","0.03351587105234035","0.03351587105234035","0.0","5.25","5.25","0.0","5.25","HBM","1815.747","0.0006857421870954128","8164.8","2.314004148449635e-05","6.058105940505611e-07","2.314004148449635e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","61.0","loop fusion","loop_add_multiply_subtract_fusion.1","1021.0","1814.682","1.7773574926542606","1814.682","1.7773574926542606","0.0006853399749869767","0.15267306872148695","0.18904469212787695","0.18904469212787695","0.03353554083617616","0.03353554083617616","0.0","5.25","5.25","0.0","5.25","HBM","1814.682","0.0006853399749869765","8164.8","2.3153621904746834e-05","6.061661319809884e-07","2.3153621904746834e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68:42
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:71:21
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:68</div>"
"Total","62.0","loop fusion","loop_select_fusion.16","1024.0","1813.858","1.771345703125","1813.858","1.771345703125","0.000685028779890872","0.15335809750137783","0.003387255231666426","0.003387255231666426","0.016824678737255065","0.016824678737255065","0.0","0.1875","0.1875","0.0","0.1875","HBM","1813.858","0.000685028779890872","291.6","1.1616101617511748e-05","1.0861132247091686e-08","1.1616101617511748e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","63.0","loop fusion","loop_select_fusion.14","1024.0","1813.283","1.7707841796875","1813.283","1.7707841796875","0.0006848116231187117","0.15404290912449653","0.003388329345171162","0.003388329345171162","0.016830013916746583","0.016830013916746583","0.0","0.1875","0.1875","0.0","0.1875","HBM","1813.283","0.0006848116231187116","291.6000000000001","1.1619785134331828e-05","1.0864576359809932e-08","1.1619785134331828e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","64.0","loop fusion","loop_select_fusion.17","1024.0","1811.655","1.7691943359375","1811.655","1.7691943359375","0.0006841967862055341","0.15472710591070207","0.003391374185482335","0.003391374185482335","0.016845137802175357","0.016845137802175357","0.0","0.1875","0.1875","0.0","0.1875","HBM","1811.655","0.0006841967862055341","291.6","1.1630226973533385e-05","1.0874339548890508e-08","1.1630226973533385e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","65.0","loop fusion","loop_select_fusion.15","1024.0","1810.386","1.767955078125","1810.386","1.767955078125","0.000683717530650975","0.15541082344135304","0.0033937513878255798","0.0033937513878255798","0.016856945493944387","0.016856945493944387","0.0","0.1875","0.1875","0.0","0.1875","HBM","1810.386","0.000683717530650975","291.59999999999997","1.163837924494369e-05","1.0881961976863074e-08","1.163837924494369e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","66.0","loop fusion","loop_select_fusion.13","1024.0","1801.506","1.759283203125","1801.506","1.759283203125","0.000680363874760916","0.15609118731611396","0.003410479898484934","0.003410479898484934","0.016940036905233734","0.016940036905233734","0.0","0.1875","0.1875","0.0","0.1875","HBM","1801.506","0.0006803638747609158","291.59999999999997","1.1695747251320077e-05","1.0935601444261208e-08","1.1695747251320077e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","67.0","loop fusion","loop_select_fusion.2","1024.0","1799.985","1.7577978515625","1799.985","1.7577978515625","0.0006797894478905577","0.1567709767640045","0.003413361778014817","0.003413361778014817","0.016954351355705742","0.016954351355705742","0.0","0.1875","0.1875","0.0","0.1875","HBM","1799.985","0.0006797894478905577","291.59999999999997","1.1705630240105682e-05","1.0944842104487111e-08","1.1705630240105682e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34:17
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:40
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:39:15
/home/user/git/DISCO-EB/src/discoeb/background.py:166:43
/home/user/git/DISCO-EB/src/discoeb/background.py:233:12
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:34</div>"
"Total","68.0","loop fusion","loop_dynamic_update_slice_fusion.47","1021.0","1741.58","1.7057590597453476","1741.58","1.7057590597453476","0.0006577319847983386","0.15742870874880285","0.0973173784724216","0.0973173784724216","0.021839487102111955","0.021839487102111955","0.0","4.15","4.15","0.0","4.15","HBM","1741.58","0.0006577319847983386","6454.080000000001","1.5078427672483389e-05","3.1204525352795577e-07","1.5078427672483389e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79:24
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:82:25
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79</div>"
"Total","69.0","loop fusion","loop_dynamic_update_slice_fusion.49","1021.0","1741.037","1.7052272282076395","1741.037","1.7052272282076395","0.0006575269132726289","0.15808623566207547","0.0973477301171658","0.0973477301171658","0.02184629846884135","0.02184629846884135","0.0","4.15","4.15","0.0","4.15","HBM","1741.037","0.0006575269132726289","6454.08","1.508313037910373e-05","3.121425751659598e-07","1.508313037910373e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79:24
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:82:25
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79</div>"
"Total","70.0","loop fusion","loop_multiply_fusion.9","1021.0","1740.625","1.7048237022526935","1740.625","1.7048237022526935","0.0006573713157245767","0.15874360697780004","0.07097508078994615","0.07097508078994615","0.01748117553053467","0.01748117553053467","0.0","3.78125","3.78125","0.0","3.78125","HBM","1740.625","0.0006573713157245766","5880.600000000002","1.2069360403691141e-05","2.275794665548062e-07","1.2069360403691141e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79:52
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:82:25
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79</div>"
"Total","71.0","loop fusion","loop_multiply_fusion.1","1021.0","1740.57","1.704769833496572","1740.57","1.704769833496572","0.0006573505442072395","0.15940095752200728","0.07097732352045594","0.07097732352045594","0.017481727915474192","0.017481727915474192","0.0","3.78125","3.78125","0.0","3.78125","HBM","1740.57","0.0006573505442072395","5880.599999999999","1.2069741781528406e-05","2.275866578028804e-07","1.2069741781528406e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79:52
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:82:25
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79</div>"
"Total","72.0","conditional","cond.16.clone","919.0","1739.075","1.892355821545158","1739.075","1.892355821545158","0.0006567859365996226","0.1600577434586069","793.4564857754841","793.4564857754841","3.493279413605734","0.2977506403538277","0.0","211.53874330797407","2481.8214876033057","0.0","211.53874330797407","Compute","1739.075","0.0006567859365996226","311869.44","0.0025441944096077002","0.0025441944096077002","0.00020557311964421743","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:440:14
/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:452:12
/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:461:11
/home/user/git/DISCO-EB/src/discoeb/background.py:237:82
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/thermodynamics_recfast.py:440</div>"
"Total","73.0","loop fusion","loop_multiply_fusion.7","1021.0","1738.875","1.7031096963761019","1738.875","1.7031096963761019","0.000656710403809306","0.1607144538624162","0.0710465099561498","0.0710465099561498","0.01749876854738662","0.01749876854738662","0.0","3.78125","3.78125","0.0","3.78125","HBM","1738.875","0.0006567104038093059","5880.6","1.208150698162599e-05","2.2780850203261277e-07","1.208150698162599e-05","True","5","<div class='source-info-cell' title='/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79:52
/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:82:25
/home/user/git/DISCO-EB/src/discoeb/background.py:248:40
/home/user/git/DISCO-EB/scripts/profile_background.py:38:0
'>/home/user/git/DISCO-EB/src/discoeb/spline_interpolation.py:79</div>"
