"Rank","Kernel Name","Registers per thread","Shared Mem bytes","Block dim","Grid dim","Theoretical Occupancy %","Op is TensorCore eligible","Kernel uses TensorCore","Op Name","Occurrences","Total Duration (μs)","Avg Duration (μs)","Min Duration (μs)","Max Duration (μs)"
"142.0","void create_pivot_v2<32>(int, int*, long*, int)","36.0","128.0","32,1,1","1,1,1","50.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2122.0","2212.976","1.042","1.023","1.057"
"143.0","loop_dynamic_update_slice_fusion_194","48.0","0.0","128,1,1","4,1,1","83.33329772949219","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/cond/branch_1_fun/vmap()/scatter:","463.0","2187.37","4.724","3.967","4.928"
"144.0","loop_subtract_transpose_fusion_4","32.0","0.0","128,1,1","32,1,1","100.0","False","False","XlaModule","1852.0","2166.227","1.169","1.12","1.376"
"145.0","loop_log_fusion","26.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","1023.0","2145.173","2.096","2.079","2.208"
"146.0","loop_and_compare_select_fusion","48.0","0.0","32,1,1","1,1,1","50.0","False","False","XlaModule","463.0","2113.275","4.564","4.32","4.736"
"147.0","loop_dynamic_update_slice_fusion_189","38.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","2112.628","4.562","2.784","18.912"
"148.0","loop_dynamic_update_slice_fusion_110","48.0","0.0","128,1,1","4,1,1","83.33329772949219","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/cond/branch_1_fun/vmap()/scatter:","463.0","2099.853","4.535","3.807","4.801"
"149.0","loop_add_gather_fusion_1","78.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/gather:","98.0","2092.272","21.349","21.215","22.944"
"150.0","loop_divide_fusion_21","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","2220.0","2074.261","0.934","0.896","1.088"
"151.0","loop_select_fusion_146","16.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","2071.146","4.473","3.264","6.432"
"152.0","loop_gather_fusion_4","78.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/gather:","98.0","2066.549","21.087","20.928","22.592"
"153.0","loop_gather_fusion_3","78.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/gather:","98.0","2066.164","21.083","20.959","22.655"
"154.0","loop_divide_fusion_27","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","2220.0","2046.038","0.921","0.895","1.088"
"155.0","loop_dynamic_update_slice_fusion_168","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","2315.0","2037.004","0.879","0.832","1.088"
"156.0","loop_divide_fusion_17","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","2220.0","2018.397","0.909","0.864","0.929"
"157.0","loop_add_fusion_175","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","2591.0","2016.511","0.778","0.704","0.96"
"158.0","loop_dynamic_update_slice_fusion_124","48.0","0.0","128,1,1","4,1,1","83.33329772949219","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/cond/branch_1_fun/vmap()/scatter:","463.0","2010.8","4.342","3.615","4.609"
"159.0","loop_dynamic_update_slice_fusion_174","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","2315.0","1995.347","0.861","0.831","1.088"
"160.0","loop_dynamic_update_slice_fusion_169","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","2315.0","1986.887","0.858","0.831","1.088"
"161.0","loop_divide_fusion_22","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","2220.0","1977.432","0.89","0.863","1.056"
"162.0","loop_dynamic_update_slice_fusion_105","38.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","1926.353","4.16","2.72","8.64"
"163.0","loop_dynamic_update_slice_fusion_176","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","2315.0","1899.596","0.82","0.799","1.024"
"164.0","loop_dynamic_update_slice_fusion_178","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","2315.0","1886.447","0.814","0.8","1.024"
"165.0","loop_dynamic_update_slice_fusion_177","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","2315.0","1851.113","0.799","0.768","0.96"
"166.0","input_scatter_fusion_1","16.0","0.0","32,1,1","1,1,1","50.0","False","False","XlaModule","2128.0","1846.25","0.867","0.832","1.056"
"167.0","loop_select_fusion_116","16.0","0.0","9,1,1","1,1,1","14.0625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2122.0","1777.465","0.837","0.831","0.865"
"168.0","loop_add_fusion_122","16.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2122.0","1766.68","0.832","0.8","0.864"
"169.0","void ipiv_64_to_32_ker<128>(long, long const*, int*)","16.0","0.0","128,1,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2122.0","1722.394","0.811","0.799","0.833"
"170.0","loop_add_fusion_4","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","2220.0","1654.177","0.745","0.704","0.864"
"171.0","xxtrf4_set_info_ker(int, int*)","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2122.0","1567.634","0.738","0.703","0.768"
"172.0","void ipiv_lower_diag<double, 32>(int, void*, int, int*, int)","22.0","0.0","32,1,1","3,1,1","50.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2122.0","1565.982","0.737","0.703","0.769"
"173.0","loop_select_fusion_38","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/while/body/closed_call/jit(_where)/select_n:","1536.0","1448.308","0.942","0.927","0.961"
"174.0","void trsv_ln_exec_up<double, 32u, 32u, 4u, false>(int, double const*, long, double*, long, int*)","64.0","9992.0","32,4,1","1,1,1","66.66670227050781","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/triangular_solve:","392.0","1404.444","3.582","3.519","3.808"
"175.0","loop_log_fusion_2","20.0","0.0","16,1,1","1,1,1","25.0","False","False","XlaModule","1023.0","1398.068","1.366","1.343","1.535"
"176.0","wrapped_select","16.0","0.0","32,1,1","1,1,1","50.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/cond/branch_1_fun/select_n:","924.0","1397.871","1.512","1.12","2.528"
"177.0","loop_log_fusion_3","20.0","0.0","8,1,1","1,1,1","12.5","False","False","XlaModule","1023.0","1394.422","1.363","1.343","1.472"
"178.0","loop_log_fusion_4","20.0","0.0","4,1,1","1,1,1","6.25","False","False","XlaModule","1023.0","1384.212","1.353","1.312","1.504"
"179.0","loop_log_fusion_5","20.0","0.0","2,1,1","1,1,1","3.125","False","False","XlaModule","1023.0","1383.801","1.352","1.312","1.44"
"180.0","input_concatenate_fusion_8","80.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jvp()/concatenate:","294.0","1382.582","4.702","4.543","5.824"
"181.0","loop_log_fusion_1","20.0","0.0","32,1,1","1,1,1","50.0","False","False","XlaModule","1023.0","1362.744","1.332","1.311","1.44"
"182.0","input_concatenate_fusion_11","18.0","0.0","2,1,1","1,1,1","3.125","False","False","XlaModule","1024.0","1329.397","1.298","1.248","1.344"
"183.0","loop_gather_fusion_16","16.0","0.0","128,1,1","44,1,1","100.0","False","False","XlaModule","463.0","1308.808","2.826","1.728","3.968"
"184.0","memcpy32_post","16.0","0.0","256,1,1","288,1,1","100.0","False","False","XlaModule","462.0","1255.658","2.717","2.08","3.104"
"185.0","loop_add_fusion_130","26.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/add:","877.0","1230.551","1.403","1.375","1.44"
"186.0","loop_add_fusion_170","20.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","1191.789","2.574","2.528","2.72"
"187.0","loop_add_compare_divide_dynamic_slice_fusion","28.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","1024.0","1181.752","1.154","1.12","1.312"
"188.0","loop_divide_multiply_rsqrt_sqrt_transpose_fusion","40.0","0.0","128,1,1","12,1,1","100.0","False","False","XlaModule","463.0","1161.355","2.508","2.464","2.656"
"189.0","loop_dynamic_update_slice_fusion_208","38.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","1157.545","2.5","2.304","3.744"
"190.0","wrapped_log","20.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/log:","877.0","1154.903","1.316","1.28","1.344"
"191.0","void trsv_ln_exec<double, 32u, 32u, 4u, true>(int, double const*, long, double*, long, int*)","48.0","9992.0","32,4,1","1,1,1","83.33329772949219","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/triangular_solve:","392.0","1115.029","2.844","2.815","3.328"
"192.0","loop_dynamic_update_slice_fusion_209","16.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","1088.046","2.349","1.888","2.848"
"193.0","wrapped_compare","16.0","0.0","72,1,1","1,1,1","75.0","False","False","XlaModule","1389.0","1058.572","0.762","0.704","1.024"
"194.0","loop_add_fusion_171","20.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","1038.057","2.242","2.208","2.464"
"195.0","loop_multiply_fusion_2","28.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","1023.0","1035.446","1.012","0.991","1.12"
"196.0","input_add_transpose_fusion","48.0","8448.0","128,1,1","48,1,1","83.33329772949219","False","False","XlaModule","463.0","982.434","2.121","1.888","2.304"
"197.0","loop_dynamic_update_slice_fusion_51","16.0","0.0","6,1,1","1,1,1","9.375","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/scatter:","1024.0","972.091","0.949","0.896","1.088"
"198.0","loop_add_log_multiply_slice_fusion","24.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","970.474","2.096","1.984","2.336"
"199.0","loop_dynamic_update_slice_fusion_186","38.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","966.121","2.086","1.856","2.272"
"200.0","loop_dynamic_update_slice_fusion_129","20.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","926.0","947.307","1.023","0.928","1.248"
"201.0","loop_divide_fusion_32","26.0","0.0","128,1,1","60,1,1","100.0","False","False","XlaModule","463.0","938.433","2.026","1.344","3.072"
"202.0","input_concatenate_fusion_10","80.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(append)/concatenate:","30.0","927.448","30.914","30.752","32.383"
"203.0","loop_broadcast_fusion","16.0","0.0","6,1,1","1,1,1","9.375","False","False","XlaModule","1023.0","916.83","0.896","0.863","1.056"
"204.0","loop_dynamic_update_slice_fusion_102","38.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","882.604","1.906","1.632","2.016"
"205.0","loop_dynamic_update_slice_fusion_128","20.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","926.0","879.784","0.95","0.927","1.152"
"206.0","loop_minimum_multiply_select_fusion_1","20.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/min:","877.0","874.265","0.996","0.96","1.024"
"207.0","loop_add_fusion_172","20.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","874.087","1.887","1.856","2.08"
"208.0","loop_add_fusion_67","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/add:","1023.0","873.08","0.853","0.831","0.865"
"209.0","loop_abs_compare_fusion_1","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/lt:","877.0","860.857","0.981","0.959","0.993"
"210.0","input_transpose_fusion_1","48.0","4096.0","64,1,1","72,1,1","83.33329772949219","False","False","XlaModule","463.0","843.334","1.821","1.76","2.016"
"211.0","loop_add_fusion_4","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/add:","1023.0","834.911","0.816","0.799","0.833"
"212.0","loop_and_fusion_3","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","XlaModule","1024.0","833.436","0.813","0.768","0.833"
"213.0","loop_multiply_subtract_fusion_1","38.0","0.0","128,1,1","32,1,1","100.0","False","False","XlaModule","463.0","831.368","1.795","1.664","2.113"
"214.0","loop_log_slice_fusion","22.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","807.175","1.743","1.696","1.888"
"215.0","input_reduce_fusion_6","16.0","0.0","2,1,1","1,1,1","3.125","False","False","XlaModule","1024.0","806.519","0.787","0.767","0.96"
"216.0","loop_dynamic_update_slice_fusion_212","26.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","800.393","1.728","1.696","1.92"
"217.0","loop_dynamic_update_slice_fusion_181","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","794.533","1.716","1.44","1.952"
"218.0","loop_divide_subtract_fusion","27.0","0.0","128,1,1","44,1,1","100.0","False","False","XlaModule","463.0","793.672","1.714","1.44","2.944"
"219.0","loop_divide_transpose_fusion","25.0","0.0","128,1,1","12,1,1","100.0","False","False","XlaModule","463.0","778.345","1.681","1.663","1.824"
"220.0","loop_dynamic_update_slice_fusion_203","29.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","773.191","1.669","1.568","1.953"
"221.0","loop_dynamic_update_slice_fusion_97","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","771.784","1.666","1.376","1.824"
"222.0","loop_dynamic_update_slice_fusion_200","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","760.931","1.643","1.568","1.888"
"223.0","loop_dynamic_update_slice_fusion_199","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","754.44","1.629","1.536","1.856"
"224.0","loop_rsqrt_fusion","26.0","0.0","128,1,1","12,1,1","100.0","False","False","XlaModule","463.0","745.222","1.609","1.216","1.824"
"225.0","input_select_transpose_fusion","52.0","16896.0","128,1,1","48,1,1","50.0","False","False","XlaModule","463.0","741.093","1.6","1.567","1.664"
"226.0","loop_divide_subtract_transpose_fusion","35.0","0.0","128,1,1","32,1,1","100.0","False","False","XlaModule","463.0","738.531","1.595","1.536","1.824"
"227.0","wrapped_slice_4","16.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/slice:","877.0","735.618","0.838","0.831","0.865"
"228.0","loop_log_fusion_8","20.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","731.651","1.58","1.568","1.632"
"229.0","loop_dynamic_update_slice_fusion_205","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","728.522","1.573","0.768","7.072"
"230.0","loop_add_fusion_173","16.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","725.641","1.567","1.536","1.696"
"231.0","loop_rsqrt_fusion_6","26.0","0.0","128,1,1","12,1,1","100.0","False","False","XlaModule","463.0","724.135","1.564","1.184","1.857"
"232.0","loop_dynamic_update_slice_fusion_224","26.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","710.274","1.534","1.472","1.76"
"233.0","loop_subtract_fusion_8","32.0","0.0","128,1,1","44,1,1","100.0","False","False","XlaModule","463.0","690.378","1.491","1.408","1.824"
"234.0","loop_add_multiply_select_subtract_fusion_5","76.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/jit(evaluate_thermo)/while/body/closed_call/cond/branch_0_fun/cond/branch_0_fun/cond/branch_1_fun/jit(diffeqsolve)/outer-loop/while/body/jvp()/mul:","196.0","685.726","3.498","3.36","4.065"
"235.0","loop_broadcast_fusion_7","16.0","0.0","2,1,1","1,1,1","3.125","False","False","XlaModule","1023.0","683.62","0.668","0.64","0.768"
"236.0","loop_broadcast_fusion_3","16.0","0.0","8,1,1","1,1,1","12.5","False","False","XlaModule","1023.0","682.782","0.667","0.64","0.831"
"237.0","loop_broadcast_fusion_6","16.0","0.0","4,1,1","1,1,1","6.25","False","False","XlaModule","1023.0","682.462","0.667","0.639","0.864"
"238.0","loop_broadcast_fusion_2","16.0","0.0","16,1,1","1,1,1","25.0","False","False","XlaModule","1023.0","681.791","0.666","0.64","0.832"
"239.0","loop_broadcast_fusion_8","16.0","0.0","32,1,1","1,1,1","50.0","False","False","XlaModule","1023.0","681.237","0.665","0.639","0.768"
"240.0","loop_broadcast_fusion_9","16.0","0.0","16,1,1","1,1,1","25.0","False","False","XlaModule","1023.0","677.05","0.661","0.639","0.864"
"241.0","loop_broadcast_fusion_10","16.0","0.0","8,1,1","1,1,1","12.5","False","False","XlaModule","1023.0","675.609","0.66","0.639","0.8"
"242.0","loop_broadcast_fusion_1","16.0","0.0","32,1,1","1,1,1","50.0","False","False","XlaModule","1023.0","674.334","0.659","0.639","0.768"
"243.0","loop_broadcast_fusion_4","16.0","0.0","4,1,1","1,1,1","6.25","False","False","XlaModule","1023.0","673.851","0.658","0.639","0.704"
"244.0","loop_dynamic_update_slice_fusion_195","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","672.195","1.451","1.376","1.664"
"245.0","loop_dynamic_update_slice_fusion_185","27.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","668.931","1.444","1.408","1.664"
"246.0","loop_broadcast_fusion_5","16.0","0.0","2,1,1","1,1,1","3.125","False","False","XlaModule","1023.0","668.824","0.653","0.639","0.832"
"247.0","loop_dynamic_update_slice_fusion_211","26.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","667.332","1.441","1.408","1.632"
"248.0","loop_dynamic_update_slice_fusion_184","27.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","667.33","1.441","1.408","1.536"
"249.0","loop_dynamic_update_slice_fusion_198","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","660.999","1.427","1.376","1.696"
"250.0","loop_broadcast_fusion_11","16.0","0.0","6,1,1","1,1,1","9.375","False","False","XlaModule","1023.0","656.193","0.641","0.607","0.768"
"251.0","loop_divide_fusion_35","24.0","0.0","3,1,1","1,1,1","4.6875","False","False","XlaModule","463.0","655.813","1.416","1.376","1.568"
"252.0","loop_divide_fusion_34","25.0","0.0","128,1,1","2,1,1","100.0","False","False","XlaModule","463.0","643.523","1.389","1.376","1.536"
"253.0","loop_transpose_fusion_18","25.0","0.0","128,1,1","2,1,1","100.0","False","False","XlaModule","463.0","638.441","1.378","1.344","1.536"
"254.0","loop_add_fusion_4","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/add:","463.0","634.116","1.369","0.928","2.272"
"255.0","loop_select_fusion_2","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(compute_source_function)/jit(compute_source_term_isw)/vmap()/while/body/closed_call/jit(_where)/select_n:","640.0","631.547","0.986","0.959","1.249"
"256.0","input_reduce_fusion_19","16.0","0.0","32,1,1","1,1,1","50.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/reduce_or:","463.0","627.94","1.356","0.896","1.696"
"257.0","loop_dynamic_update_slice_fusion_157","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","619.112","1.337","1.312","1.44"
"258.0","loop_multiply_subtract_fusion","38.0","0.0","128,1,1","32,1,1","100.0","False","False","XlaModule","463.0","616.843","1.332","1.28","1.409"
"259.0","loop_dynamic_update_slice_fusion_223","26.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","616.135","1.33","1.28","1.504"
"260.0","loop_dynamic_update_slice_fusion_156","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","616.13","1.33","1.312","1.44"
"261.0","loop_dynamic_update_slice_fusion_171","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","614.855","1.327","1.312","1.408"
"262.0","loop_dynamic_update_slice_fusion_143","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","612.229","1.322","1.311","1.376"
"263.0","loop_dynamic_update_slice_fusion_142","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","609.061","1.315","1.28","1.504"
"264.0","loop_dynamic_update_slice_fusion_170","25.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","606.886","1.31","1.28","1.472"
"265.0","loop_dynamic_update_slice_fusion_9","25.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/while/body/closed_call/scatter:","509.0","603.099","1.184","1.152","1.216"
"266.0","loop_dynamic_update_slice_fusion_206","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","587.905","1.269","1.152","5.6"
"267.0","loop_dynamic_update_slice_fusion_201","22.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","575.461","1.242","1.152","1.44"
"268.0","loop_dynamic_update_slice_fusion_10","25.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_background)/while/body/closed_call/scatter:","509.0","571.45","1.122","1.088","1.152"
"269.0","loop_dynamic_update_slice_fusion_210","16.0","0.0","128,1,1","288,1,1","100.0","False","False","XlaModule","463.0","568.9","1.228","1.184","1.536"
"270.0","loop_dynamic_update_slice_fusion_204","16.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","565.894","1.222","0.928","2.08"
"271.0","loop_dynamic_update_slice_fusion_187","32.0","0.0","128,1,1","4,1,1","100.0","False","False","XlaModule","463.0","563.809","1.217","1.184","1.344"
"272.0","jax::cuda::(anonymous namespace)::MakeBatchPointersAsyncKernel(char*, void**, long, long)","24.0","0.0","128,1,1","4,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/outer-loop/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/checkpoint/cond/branch_1_fun/while/body/closed_call/cond/branch_1_fun/vmap(jit(lu_factor))/lu:","463.0","558.561","1.206","1.152","1.408"
"273.0","loop_subtract_transpose_fusion","33.0","0.0","128,1,1","32,1,1","100.0","False","False","XlaModule","463.0","543.459","1.173","1.12","1.28"
"274.0","loop_subtract_fusion_10","20.0","0.0","128,1,1","60,1,1","100.0","False","False","XlaModule","463.0","537.765","1.161","1.088","2.08"
"275.0","input_scatter_fusion_15","16.0","0.0","128,1,1","44,1,1","100.0","False","False","XlaModule","463.0","532.418","1.149","0.672","1.92"
