"Rank","Kernel Name","Registers per thread","Shared Mem bytes","Block dim","Grid dim","Theoretical Occupancy %","Op is TensorCore eligible","Kernel uses TensorCore","Op Name","Occurrences","Total Duration (μs)","Avg Duration (μs)","Min Duration (μs)","Max Duration (μs)"
"420.0","loop_pad_fusion_8","25.0","0.0","128,1,1","318,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(compute_source_function)/jit(compute_source_term_isw)/scatter:","1.0","1.248","1.248","1.248","1.248"
"421.0","loop_concatenate_fusion_5","24.0","0.0","128,1,1","4,1,1","100.0","False","False","","1.0","1.247","1.247","1.247","1.247"
"422.0","loop_multiply_fusion_26","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/div:","1.0","1.247","1.247","1.247","1.247"
"423.0","loop_dynamic_update_slice_fusion_241","18.0","0.0","128,1,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_perturbations_batched)/scatter:","1.0","1.216","1.216","1.216","1.216"
"424.0","loop_dynamic_update_slice_fusion_242","18.0","0.0","128,1,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_perturbations_batched)/scatter:","1.0","1.216","1.216","1.216","1.216"
"425.0","loop_divide_fusion_46","23.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.215","1.215","1.215","1.215"
"426.0","loop_multiply_pad_slice_fusion_6","29.0","0.0","126,1,1","1,1,1","98.4375","False","False","","1.0","1.215","1.215","1.215","1.215"
"427.0","loop_rsqrt_fusion_1","26.0","0.0","128,1,1","32,1,1","100.0","False","False","","1.0","1.215","1.215","1.215","1.215"
"428.0","loop_reduce_window_fusion_23","24.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","1.184","1.184","1.184","1.184"
"429.0","loop_divide_sqrt_fusion","22.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.183","1.183","1.183","1.183"
"430.0","loop_dynamic_update_slice_fusion_233","16.0","0.0","128,1,1","320,1,1","100.0","False","False","","1.0","1.183","1.183","1.183","1.183"
"431.0","loop_exponential_multiply_fusion_5","18.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_perturbations_batched)/exp:","1.0","1.152","1.152","1.152","1.152"
"432.0","input_slice_fusion_3","16.0","0.0","128,1,1","321,1,1","100.0","False","False","","1.0","1.12","1.12","1.12","1.12"
"433.0","loop_divide_multiply_fusion_2","25.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.12","1.12","1.12","1.12"
"434.0","loop_multiply_fusion_29","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/div:","1.0","1.12","1.12","1.12","1.12"
"435.0","loop_subtract_fusion_18","18.0","0.0","128,1,1","64,1,1","100.0","False","False","","1.0","1.12","1.12","1.12","1.12"
"436.0","input_concatenate_fusion_25","16.0","0.0","128,1,1","315,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(compute_theta_ell)/concatenate:","1.0","1.119","1.119","1.119","1.119"
"437.0","loop_rsqrt_fusion_2","16.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","1.119","1.119","1.119","1.119"
"438.0","wrapped_exponential","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_perturbations_batched)/exp:","1.0","1.119","1.119","1.119","1.119"
"439.0","copy_fusion_16","16.0","0.0","128,1,1","56,1,1","100.0","False","False","","1.0","1.088","1.088","1.088","1.088"
"440.0","loop_divide_fusion_48","23.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.087","1.087","1.087","1.087"
"441.0","input_minimum_reduce_fusion","20.0","0.0","8,1,1","1,1,1","12.5","False","False","","1.0","1.056","1.056","1.056","1.056"
"442.0","loop_divide_fusion_47","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.056","1.056","1.056","1.056"
"443.0","loop_divide_fusion_49","23.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.056","1.056","1.056","1.056"
"444.0","loop_pad_fusion_13","16.0","0.0","128,1,1","315,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(compute_theta_ell)/scatter:","1.0","1.056","1.056","1.056","1.056"
"445.0","loop_pad_fusion_14","16.0","0.0","128,1,1","318,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(compute_source_function)/jit(compute_source_term_isw)/scatter:","1.0","1.056","1.056","1.056","1.056"
"446.0","loop_multiply_fusion_24","16.0","0.0","128,1,1","20,1,1","100.0","False","False","","1.0","1.055","1.055","1.055","1.055"
"447.0","void colperm_kernel<double, double, 5, 4>(long, long, double const*, unsigned long, int const*, double*, unsigned long)","16.0","64.0","32,16,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","1.055","1.055","1.055","1.055"
"448.0","copy_fusion_5","16.0","0.0","7,1,1","1,1,1","10.9375","False","False","","1.0","1.024","1.024","1.024","1.024"
"449.0","copy_fusion_8","16.0","0.0","128,1,1","7,1,1","100.0","False","False","","1.0","1.024","1.024","1.024","1.024"
"450.0","loop_divide_dynamic_slice_fusion","22.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","1.024","1.024","1.024","1.024"
"451.0","input_concatenate_fusion_26","16.0","0.0","128,1,1","4,1,1","100.0","False","False","","1.0","1.023","1.023","1.023","1.023"
"452.0","input_reduce_fusion_63","16.0","0.0","256,1,1","32,1,1","100.0","False","False","","1.0","0.991","0.991","0.991","0.991"
"453.0","loop_divide_fusion_45","25.0","0.0","128,1,1","11,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(compute_time_derivatives)/div:","1.0","0.991","0.991","0.991","0.991"
"454.0","loop_dynamic_update_slice_fusion_253","18.0","0.0","128,1,1","3,1,1","100.0","False","False","","1.0","0.991","0.991","0.991","0.991"
"455.0","loop_transpose_fusion_1","22.0","0.0","64,1,1","1,1,1","100.0","False","False","","1.0","0.991","0.991","0.991","0.991"
"456.0","void lascl_kernel<double, double, 8>(long, long, double*, unsigned long, double, int, int)","21.0","0.0","256,1,1","8,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","0.991","0.991","0.991","0.991"
"457.0","copy_info_kernel(int, int*)","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","0.96","0.96","0.96","0.96"
"458.0","input_concatenate_fusion_24","22.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","0.96","0.96","0.96","0.96"
"459.0","input_concatenate_fusion_28","16.0","0.0","128,1,1","318,1,1","100.0","False","False","","1.0","0.96","0.96","0.96","0.96"
"460.0","input_concatenate_fusion_31","16.0","0.0","128,1,1","4,1,1","100.0","False","False","","1.0","0.96","0.96","0.96","0.96"
"461.0","loop_broadcast_multiply_fusion_1","16.0","0.0","128,1,1","20,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_perturbations_batched)/vmap(jit(diffeqsolve))/mul:","1.0","0.96","0.96","0.96","0.96"
"462.0","loop_dynamic_update_slice_fusion_245","18.0","0.0","128,1,1","1,1,1","100.0","False","False","","1.0","0.96","0.96","0.96","0.96"
"463.0","loop_dynamic_update_slice_fusion_246","18.0","0.0","128,1,1","1,1,1","100.0","False","False","","1.0","0.96","0.96","0.96","0.96"
"464.0","wrapped_slice_24","16.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","0.96","0.96","0.96","0.96"
"465.0","input_reduce_fusion_61","16.0","0.0","256,1,1","8,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/jit(evaluate_thermo)/reduce_sum:","1.0","0.928","0.928","0.928","0.928"
"466.0","loop_dynamic_update_slice_fusion_239","16.0","0.0","128,1,1","1,1,1","100.0","False","False","","1.0","0.928","0.928","0.928","0.928"
"467.0","loop_multiply_fusion_28","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.928","0.928","0.928","0.928"
"468.0","loop_slice_fusion_11","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.928","0.928","0.928","0.928"
"469.0","loop_dynamic_update_slice_fusion_251","16.0","0.0","128,1,1","3,1,1","100.0","False","False","","1.0","0.927","0.927","0.927","0.927"
"470.0","loop_multiply_fusion_27","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.927","0.927","0.927","0.927"
"471.0","input_reduce_fusion_62","16.0","0.0","256,1,1","16,1,1","100.0","False","False","","1.0","0.896","0.896","0.896","0.896"
"472.0","loop_slice_fusion_2","16.0","0.0","128,1,1","48,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/jit(evaluate_thermo)/slice:","1.0","0.896","0.896","0.896","0.896"
"473.0","void scal_kernel_val<double, double>(cublasScalParamsVal<double, double>)","24.0","0.0","384,1,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","0.895","0.895","0.895","0.895"
"474.0","loop_broadcast_fusion_8","16.0","0.0","128,1,1","320,1,1","100.0","False","False","","1.0","0.832","0.832","0.832","0.832"
"475.0","void batch_eye_kernel<double, 5, 3>(long, long, double*, unsigned long, long long, int)","28.0","0.0","32,8,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","0.832","0.832","0.832","0.832"
"476.0","void syevj_diagonal_kernel<double, double, 256>(long, double const*, long, double*)","16.0","0.0","256,1,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","0.832","0.832","0.832","0.832"
"477.0","loop_broadcast_fusion_1","16.0","0.0","128,1,1","72,1,1","100.0","False","False","","1.0","0.8","0.8","0.8","0.8"
"478.0","loop_add_fusion_73","16.0","0.0","128,1,1","20,1,1","100.0","False","False","","1.0","0.799","0.799","0.799","0.799"
"479.0","wrapped_slice_11","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.768","0.768","0.768","0.768"
"480.0","wrapped_slice_26","16.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","0.768","0.768","0.768","0.768"
"481.0","wrapped_slice_20","16.0","0.0","128,1,1","3,1,1","100.0","False","False","","1.0","0.767","0.767","0.767","0.767"
"482.0","loop_broadcast_fusion_5","16.0","0.0","128,1,1","48,1,1","100.0","False","False","","1.0","0.736","0.736","0.736","0.736"
"483.0","wrapped_slice_13","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1.0","0.736","0.736","0.736","0.736"
"484.0","wrapped_slice_27","16.0","0.0","128,1,1","8,1,1","100.0","False","False","","1.0","0.736","0.736","0.736","0.736"
"485.0","loop_broadcast_fusion_4","16.0","0.0","6,1,1","1,1,1","9.375","False","False","","1.0","0.704","0.704","0.704","0.704"
"486.0","loop_broadcast_fusion_6","16.0","0.0","128,1,1","48,1,1","100.0","False","False","","1.0","0.704","0.704","0.704","0.704"
"487.0","loop_broadcast_fusion_9","16.0","0.0","128,1,1","4,1,1","100.0","False","False","","1.0","0.704","0.704","0.704","0.704"
"488.0","void pegasus_set_identy<128>(int, int*)","16.0","0.0","128,1,1","1,1,1","100.0","False","False","jit(compute_Cell_spectrum_from_cosmo_params)/jit(main)/jit(evolve_background)/vmap(jit(eigh))/eigh:","1.0","0.704","0.704","0.704","0.704"
"489.0","loop_add_fusion_72","16.0","0.0","128,1,1","20,1,1","100.0","False","False","","1.0","0.672","0.672","0.672","0.672"
"490.0","loop_broadcast_fusion_7","16.0","0.0","128,1,1","3,1,1","100.0","False","False","","1.0","0.672","0.672","0.672","0.672"
"491.0","loop_dynamic_update_slice_fusion_254","16.0","0.0","128,1,1","1,1,1","100.0","False","False","","1.0","0.64","0.64","0.64","0.64"
